x,y,image,r,g,b,clear
20,1,19,4,4,4,0
21,1,19,4,4,4,0
22,1,19,4,4,4,0
23,1,19,4,4,4,0
24,1,19,4,4,4,0
25,1,19,4,4,4,0
26,1,19,4,4,4,0
27,1,19,4,4,4,0
28,1,19,4,4,4,0
29,1,19,4,4,4,0
30,1,19,4,4,4,0
31,1,19,4,4,4,0
32,1,19,4,4,4,0
33,1,19,4,4,4,0
34,1,19,4,4,4,0
35,1,19,4,4,4,0
36,1,19,4,4,4,0
37,1,19,4,4,4,0
38,1,19,4,4,4,0
39,1,19,4,4,4,0
40,1,19,4,4,4,0
41,1,19,4,4,4,0
42,1,19,4,4,4,0
43,1,19,4,4,4,0
44,1,19,4,4,4,0
45,1,19,4,4,4,0
46,1,19,4,4,4,0
47,1,19,4,4,4,0
48,1,19,4,4,4,0
49,1,19,4,4,4,0
50,1,19,4,4,4,0
51,1,19,4,4,4,0
52,1,19,4,4,4,0
53,1,19,4,4,4,0
54,1,19,4,4,4,0
55,1,19,4,4,4,0
56,1,19,4,4,4,0
57,1,19,4,4,4,0
58,1,19,4,4,4,0
59,1,19,4,4,4,0
60,1,19,4,4,4,0
61,1,19,4,4,4,0
62,1,19,4,4,4,0
63,1,19,4,4,4,0
64,1,19,4,4,4,0
65,1,19,4,4,4,0
66,1,19,4,4,4,0
67,1,19,4,4,4,0
68,1,19,4,4,4,0
69,1,19,4,4,4,0
70,1,19,4,4,4,0
71,1,19,4,4,4,0
72,1,19,4,4,4,0
73,1,19,4,4,4,0
74,1,19,4,4,4,0
75,1,19,4,4,4,0
76,1,19,4,4,4,0
77,1,19,4,4,4,0
78,1,19,4,4,4,0
79,1,19,4,4,4,0
80,1,19,4,4,4,0
81,1,19,4,4,4,0
82,1,19,4,4,4,0
83,1,19,4,4,4,0
84,1,19,4,4,4,0
85,1,19,4,4,4,0
86,1,19,4,4,4,0
87,1,19,4,4,4,0
88,1,19,4,4,4,0
89,1,19,4,4,4,0
90,1,19,4,4,4,0
91,1,19,4,4,4,0
92,1,19,4,4,4,0
93,1,19,4,4,4,0
94,1,19,4,4,4,0
95,1,19,4,4,4,0
96,1,19,4,4,4,0
97,1,19,4,4,4,0
98,1,19,4,4,4,0
99,1,19,4,4,4,0
0,2,19,4,4,4,0
1,2,19,4,4,4,0
2,2,19,4,4,4,0
3,2,19,4,4,4,0
4,2,19,4,4,4,0
5,2,19,4,4,4,0
6,2,19,4,4,4,0
7,2,19,4,4,4,0
8,2,19,4,4,4,0
9,2,19,4,4,4,0
10,2,19,4,4,4,0
11,2,19,4,4,4,0
12,2,19,4,4,4,0
13,2,19,4,4,4,0
14,2,19,4,4,4,0
15,2,19,4,4,4,0
16,2,19,4,4,4,0
17,2,19,4,4,4,0
18,2,19,4,4,4,0
19,2,19,4,4,4,0
20,2,19,4,4,4,0
21,2,19,4,4,4,0
22,2,19,4,4,4,0
23,2,19,4,4,4,0
24,2,19,4,4,4,0
25,2,19,4,4,4,0
26,2,19,4,4,4,0
27,2,19,4,4,4,0
28,2,19,4,4,4,0
29,2,19,4,4,4,0
30,2,19,4,4,4,0
31,2,19,4,4,4,0
32,2,19,4,4,4,0
33,2,19,4,4,4,0
34,2,19,4,4,4,0
35,2,19,4,4,4,0
36,2,19,4,4,4,0
37,2,19,4,4,4,0
38,2,19,4,4,4,0
39,2,19,4,4,4,0
40,2,19,4,4,4,0
41,2,19,4,4,4,0
42,2,19,4,4,4,0
43,2,19,4,4,4,0
44,2,19,4,4,4,0
45,2,19,4,4,4,0
46,2,19,4,4,4,0
47,2,19,4,4,4,0
48,2,19,4,4,4,0
49,2,19,4,4,4,0
50,2,19,4,4,4,0
51,2,19,4,4,4,0
52,2,19,4,4,4,0
53,2,19,4,4,4,0
54,2,19,4,4,4,0
55,2,19,4,4,4,0
56,2,19,4,4,4,0
57,2,19,4,4,4,0
58,2,19,4,4,4,0
59,2,19,4,4,4,0
60,2,19,4,4,4,0
61,2,19,4,4,4,0
62,2,19,4,4,4,0
63,2,19,4,4,4,0
64,2,19,4,4,4,0
65,2,19,4,4,4,0
66,2,19,4,4,4,0
67,2,19,4,4,4,0
68,2,19,4,4,4,0
69,2,19,4,4,4,0
70,2,19,4,4,4,0
71,2,19,4,4,4,0
72,2,19,4,4,4,0
73,2,19,4,4,4,0
74,2,19,4,4,4,0
75,2,19,4,4,4,0
76,2,19,4,4,4,0
77,2,19,4,4,4,0
78,2,19,4,4,4,0
79,2,19,4,4,4,0
80,2,19,4,4,4,0
81,2,19,4,4,4,0
82,2,19,4,4,4,0
83,2,19,4,4,4,0
84,2,19,4,4,4,0
85,2,19,4,4,4,0
86,2,19,4,4,4,0
87,2,19,4,4,4,0
88,2,19,4,4,4,0
89,2,19,4,4,4,0
90,2,19,4,4,4,0
91,2,19,4,4,4,0
92,2,19,4,4,4,0
93,2,19,4,4,4,0
94,2,19,4,4,4,0
95,2,19,4,4,4,0
96,2,19,4,4,4,0
97,2,19,4,4,4,0
98,2,19,4,4,4,0
99,2,19,4,4,4,0
0,3,19,4,4,4,0
1,3,19,4,4,4,0
2,3,19,4,4,4,0
3,3,19,4,4,4,0
4,3,19,4,4,4,0
5,3,19,4,4,4,0
6,3,19,4,4,4,0
7,3,19,4,4,4,0
8,3,19,4,4,4,0
9,3,19,4,4,4,0
10,3,19,4,4,4,0
11,3,19,4,4,4,0
12,3,19,4,4,4,0
13,3,19,4,4,4,0
14,3,19,4,4,4,0
15,3,19,4,4,4,0
16,3,19,4,4,4,0
17,3,19,4,4,4,0
18,3,19,4,4,4,0
19,3,19,4,4,4,0
20,3,19,4,4,4,0
21,3,19,4,4,4,0
22,3,19,4,4,4,0
23,3,19,4,4,4,0
24,3,19,4,4,4,0
25,3,19,4,4,4,0
26,3,19,4,4,4,0
27,3,19,4,4,4,0
28,3,19,4,4,4,0
29,3,19,4,4,4,0
30,3,19,4,4,4,0
31,3,19,4,4,4,0
32,3,19,4,4,4,0
33,3,19,4,4,4,0
34,3,19,4,4,4,0
35,3,19,4,4,4,0
36,3,19,4,4,4,0
37,3,19,4,4,4,0
38,3,19,4,4,4,0
39,3,19,4,4,4,0
40,3,19,4,4,4,0
41,3,19,4,4,4,0
42,3,19,4,4,4,0
43,3,19,4,4,4,0
44,3,19,4,4,4,0
45,3,19,4,4,4,0
46,3,19,4,4,4,0
47,3,19,4,4,4,0
48,3,19,4,4,4,0
49,3,19,4,4,4,0
50,3,19,4,4,4,0
51,3,19,4,4,4,0
52,3,19,4,4,4,0
53,3,19,4,4,4,0
54,3,19,4,4,4,0
55,3,19,4,4,4,0
56,3,19,4,4,4,0
57,3,19,4,4,4,0
58,3,19,4,4,4,0
59,3,19,4,4,4,0
60,3,19,4,4,4,0
61,3,19,4,4,4,0
62,3,19,4,4,4,0
63,3,19,4,4,4,0
64,3,19,4,4,4,0
65,3,19,4,4,4,0
66,3,19,4,4,4,0
67,3,19,4,4,4,0
68,3,19,4,4,4,0
69,3,19,4,4,4,0
70,3,19,4,4,4,0
71,3,19,4,4,4,0
72,3,19,4,4,4,0
73,3,19,4,4,4,0
74,3,19,4,4,4,0
75,3,19,4,4,4,0
76,3,19,4,4,4,0
77,3,19,4,4,4,0
78,3,19,4,4,4,0
79,3,19,4,4,4,0
80,3,19,4,4,4,0
81,3,19,4,4,4,0
82,3,19,4,4,4,0
83,3,19,4,4,4,0
84,3,19,4,4,4,0
85,3,19,4,4,4,0
86,3,19,4,4,4,0
87,3,19,4,4,4,0
88,3,19,4,4,4,0
89,3,19,4,4,4,0
90,3,19,4,4,4,0
91,3,19,4,4,4,0
92,3,19,4,4,4,0
93,3,19,4,4,4,0
94,3,19,4,4,4,0
95,3,19,4,4,4,0
96,3,19,4,4,4,0
97,3,19,4,4,4,0
98,3,19,4,4,4,0
99,3,19,4,4,4,0
0,4,19,4,4,4,0
1,4,19,4,4,4,0
2,4,19,4,4,4,0
3,4,19,4,4,4,0
4,4,19,4,4,4,0
5,4,19,4,4,4,0
6,4,19,4,4,4,0
7,4,19,4,4,4,0
8,4,19,4,4,4,0
9,4,19,4,4,4,0
10,4,19,4,4,4,0
11,4,19,4,4,4,0
12,4,19,4,4,4,0
13,4,19,4,4,4,0
14,4,19,4,4,4,0
15,4,19,4,4,4,0
16,4,19,4,4,4,0
17,4,19,4,4,4,0
18,4,19,4,4,4,0
19,4,19,4,4,4,0
20,4,19,4,4,4,0
21,4,19,4,4,4,0
22,4,19,4,4,4,0
23,4,19,4,4,4,0
24,4,19,4,4,4,0
25,4,19,4,4,4,0
26,4,19,4,4,4,0
27,4,19,4,4,4,0
28,4,19,4,4,4,0
29,4,19,4,4,4,0
30,4,19,4,4,4,0
31,4,19,4,4,4,0
32,4,19,4,4,4,0
33,4,19,4,4,4,0
34,4,19,4,4,4,0
35,4,19,4,4,4,0
36,4,19,4,4,4,0
37,4,19,4,4,4,0
38,4,19,4,4,4,0
39,4,19,4,4,4,0
40,4,19,4,4,4,0
41,4,19,4,4,4,0
42,4,19,4,4,4,0
43,4,19,4,4,4,0
44,4,19,4,4,4,0
45,4,19,4,4,4,0
46,4,19,4,4,4,0
47,4,19,4,4,4,0
48,4,19,4,4,4,0
49,4,19,4,4,4,0
50,4,19,4,4,4,0
51,4,19,4,4,4,0
52,4,19,4,4,4,0
53,4,19,4,4,4,0
54,4,19,4,4,4,0
55,4,19,4,4,4,0
56,4,19,4,4,4,0
57,4,19,4,4,4,0
58,4,19,4,4,4,0
59,4,19,4,4,4,0
60,4,19,4,4,4,0
61,4,19,4,4,4,0
62,4,19,4,4,4,0
63,4,19,4,4,4,0
64,4,19,4,4,4,0
65,4,19,4,4,4,0
66,4,19,4,4,4,0
67,4,19,4,4,4,0
68,4,19,4,4,4,0
69,4,19,4,4,4,0
70,4,19,4,4,4,0
71,4,19,4,4,4,0
72,4,19,4,4,4,0
73,4,19,4,4,4,0
74,4,19,4,4,4,0
75,4,19,4,4,4,0
76,4,19,4,4,4,0
77,4,19,4,4,4,0
78,4,19,4,4,4,0
79,4,19,4,4,4,0
80,4,19,4,4,4,0
81,4,19,4,4,4,0
82,4,19,4,4,4,0
83,4,19,4,4,4,0
84,4,19,4,4,4,0
85,4,19,4,4,4,0
86,4,19,4,4,4,0
87,4,19,4,4,4,0
88,4,19,4,4,4,0
89,4,19,4,4,4,0
90,4,19,4,4,4,0
91,4,19,4,4,4,0
92,4,19,4,4,4,0
93,4,19,4,4,4,0
94,4,19,4,4,4,0
95,4,19,4,4,4,0
96,4,19,4,4,4,0
97,4,19,4,4,4,0
98,4,19,4,4,4,0
99,4,19,4,4,4,0
0,5,19,4,4,4,0
1,5,19,4,4,4,0
2,5,19,4,4,4,0
3,5,19,4,4,4,0
4,5,19,4,4,4,0
5,5,19,4,4,4,0
6,5,19,4,4,4,0
7,5,19,4,4,4,0
8,5,19,4,4,4,0
9,5,19,4,4,4,0
10,5,19,4,4,4,0
11,5,19,4,4,4,0
12,5,19,4,4,4,0
13,5,19,4,4,4,0
14,5,19,4,4,4,0
15,5,19,4,4,4,0
16,5,19,4,4,4,0
17,5,19,4,4,4,0
18,5,19,4,4,4,0
19,5,19,4,4,4,0
20,5,19,4,4,4,0
21,5,19,4,4,4,0
22,5,19,4,4,4,0
23,5,19,4,4,4,0
24,5,19,4,4,4,0
25,5,19,4,4,4,0
26,5,19,4,4,4,0
27,5,19,4,4,4,0
28,5,19,4,4,4,0
29,5,19,4,4,4,0
30,5,19,4,4,4,0
31,5,19,4,4,4,0
32,5,19,4,4,4,0
33,5,19,4,4,4,0
34,5,19,4,4,4,0
35,5,19,4,4,4,0
36,5,19,4,4,4,0
37,5,19,4,4,4,0
38,5,19,4,4,4,0
39,5,19,4,4,4,0
40,5,19,4,4,4,0
41,5,19,4,4,4,0
42,5,19,4,4,4,0
43,5,19,4,4,4,0
44,5,19,4,4,4,0
45,5,19,4,4,4,0
46,5,19,4,4,4,0
47,5,19,4,4,4,0
48,5,19,4,4,4,0
49,5,19,4,4,4,0
50,5,19,4,4,4,0
51,5,19,4,4,4,0
52,5,19,4,4,4,0
53,5,19,4,4,4,0
54,5,19,4,4,4,0
55,5,19,4,4,4,0
56,5,19,4,4,4,0
57,5,19,4,4,4,0
58,5,19,4,4,4,0
59,5,19,4,4,4,0
60,5,19,4,4,4,0
61,5,19,4,4,4,0
62,5,19,4,4,4,0
63,5,19,4,4,4,0
64,5,19,4,4,4,0
65,5,19,4,4,4,0
66,5,19,4,4,4,0
67,5,19,4,4,4,0
68,5,19,4,4,4,0
69,5,19,4,4,4,0
70,5,19,4,4,4,0
71,5,19,4,4,4,0
72,5,19,4,4,4,0
73,5,19,4,4,4,0
74,5,19,4,4,4,0
75,5,19,4,4,4,0
76,5,19,4,4,4,0
77,5,19,4,4,4,0
78,5,19,4,4,4,0
79,5,19,4,4,4,0
80,5,19,4,4,4,0
81,5,19,4,4,4,0
82,5,19,4,4,4,0
83,5,19,4,4,4,0
84,5,19,4,4,4,0
85,5,19,4,4,4,0
86,5,19,4,4,4,0
87,5,19,4,4,4,0
88,5,19,4,4,4,0
89,5,19,4,4,4,0
90,5,19,4,4,4,0
91,5,19,4,4,4,0
92,5,19,4,4,4,0
93,5,19,4,4,4,0
94,5,19,4,4,4,0
95,5,19,4,4,4,0
96,5,19,4,4,4,0
97,5,19,4,4,4,0
98,5,19,4,4,4,0
99,5,19,4,4,4,0
0,6,19,4,4,4,0
1,6,19,4,4,4,0
2,6,19,4,4,4,0
3,6,19,4,4,4,0
4,6,19,4,4,4,0
5,6,19,4,4,4,0
6,6,19,4,4,4,0
7,6,19,4,4,4,0
8,6,19,4,4,4,0
9,6,19,4,4,4,0
10,6,19,4,4,4,0
11,6,19,4,4,4,0
12,6,19,4,4,4,0
13,6,19,4,4,4,0
14,6,19,4,4,4,0
15,6,19,4,4,4,0
16,6,19,4,4,4,0
17,6,19,4,4,4,0
18,6,19,4,4,4,0
19,6,19,4,4,4,0
20,6,19,4,4,4,0
21,6,19,4,4,4,0
22,6,19,4,4,4,0
23,6,19,4,4,4,0
24,6,19,4,4,4,0
25,6,19,4,4,4,0
26,6,19,4,4,4,0
27,6,19,4,4,4,0
28,6,19,4,4,4,0
29,6,19,4,4,4,0
30,6,19,4,4,4,0
31,6,19,4,4,4,0
32,6,19,4,4,4,0
33,6,19,4,4,4,0
34,6,19,4,4,4,0
35,6,19,4,4,4,0
36,6,19,4,4,4,0
37,6,19,4,4,4,0
38,6,19,4,4,4,0
39,6,19,4,4,4,0
40,6,19,4,4,4,0
41,6,19,4,4,4,0
42,6,19,4,4,4,0
43,6,19,4,4,4,0
44,6,19,4,4,4,0
45,6,19,4,4,4,0
46,6,19,4,4,4,0
47,6,19,4,4,4,0
48,6,19,4,4,4,0
49,6,19,4,4,4,0
50,6,19,4,4,4,0
51,6,19,4,4,4,0
52,6,19,4,4,4,0
53,6,19,4,4,4,0
54,6,19,4,4,4,0
55,6,19,4,4,4,0
56,6,19,4,4,4,0
57,6,19,4,4,4,0
58,6,19,4,4,4,0
59,6,19,4,4,4,0
60,6,19,4,4,4,0
61,6,19,4,4,4,0
62,6,19,4,4,4,0
63,6,19,4,4,4,0
64,6,19,4,4,4,0
65,6,19,4,4,4,0
66,6,19,4,4,4,0
67,6,19,4,4,4,0
68,6,19,4,4,4,0
69,6,19,4,4,4,0
70,6,19,4,4,4,0
71,6,19,4,4,4,0
72,6,19,4,4,4,0
73,6,19,4,4,4,0
74,6,19,4,4,4,0
75,6,19,4,4,4,0
76,6,19,4,4,4,0
77,6,19,4,4,4,0
78,6,19,4,4,4,0
79,6,19,4,4,4,0
80,6,19,4,4,4,0
81,6,19,4,4,4,0
82,6,19,4,4,4,0
83,6,19,4,4,4,0
84,6,19,4,4,4,0
85,6,19,4,4,4,0
86,6,19,4,4,4,0
87,6,19,4,4,4,0
88,6,19,4,4,4,0
89,6,19,4,4,4,0
90,6,19,4,4,4,0
91,6,19,4,4,4,0
92,6,19,4,4,4,0
93,6,19,4,4,4,0
94,6,19,4,4,4,0
95,6,19,4,4,4,0
96,6,19,4,4,4,0
97,6,19,4,4,4,0
98,6,19,4,4,4,0
99,6,19,4,4,4,0
0,7,19,4,4,4,0
1,7,19,4,4,4,0
2,7,19,4,4,4,0
3,7,19,4,4,4,0
4,7,19,4,4,4,0
5,7,19,4,4,4,0
6,7,19,4,4,4,0
7,7,19,4,4,4,0
8,7,19,4,4,4,0
9,7,19,4,4,4,0
10,7,19,4,4,4,0
11,7,19,4,4,4,0
12,7,19,4,4,4,0
13,7,19,4,4,4,0
14,7,19,4,4,4,0
15,7,19,4,4,4,0
16,7,19,4,4,4,0
17,7,19,4,4,4,0
18,7,19,4,4,4,0
19,7,19,4,4,4,0
20,7,19,4,4,4,0
21,7,19,4,4,4,0
22,7,19,4,4,4,0
23,7,19,4,4,4,0
24,7,19,4,4,4,0
25,7,19,4,4,4,0
26,7,19,4,4,4,0
27,7,19,4,4,4,0
28,7,19,4,4,4,0
29,7,19,4,4,4,0
30,7,19,4,4,4,0
31,7,19,4,4,4,0
32,7,19,4,4,4,0
33,7,19,4,4,4,0
34,7,19,4,4,4,0
35,7,19,4,4,4,0
36,7,19,4,4,4,0
37,7,19,4,4,4,0
38,7,19,4,4,4,0
39,7,19,4,4,4,0
40,7,19,4,4,4,0
41,7,19,4,4,4,0
42,7,19,4,4,4,0
43,7,19,4,4,4,0
44,7,19,4,4,4,0
45,7,19,4,4,4,0
46,7,19,4,4,4,0
47,7,19,4,4,4,0
48,7,19,4,4,4,0
49,7,19,4,4,4,0
50,7,19,4,4,4,0
51,7,19,4,4,4,0
52,7,19,4,4,4,0
53,7,19,4,4,4,0
54,7,19,4,4,4,0
55,7,19,4,4,4,0
56,7,19,4,4,4,0
57,7,19,4,4,4,0
58,7,19,4,4,4,0
59,7,19,4,4,4,0
60,7,19,4,4,4,0
61,7,19,4,4,4,0
62,7,19,4,4,4,0
63,7,19,4,4,4,0
64,7,19,4,4,4,0
65,7,19,4,4,4,0
66,7,19,4,4,4,0
67,7,19,4,4,4,0
68,7,19,4,4,4,0
69,7,19,4,4,4,0
70,7,19,4,4,4,0
71,7,19,4,4,4,0
72,7,19,4,4,4,0
73,7,19,4,4,4,0
74,7,19,4,4,4,0
75,7,19,4,4,4,0
76,7,19,4,4,4,0
77,7,19,4,4,4,0
78,7,19,4,4,4,0
79,7,19,4,4,4,0
80,7,19,4,4,4,0
81,7,19,4,4,4,0
82,7,19,4,4,4,0
83,7,19,4,4,4,0
84,7,19,4,4,4,0
85,7,19,4,4,4,0
86,7,19,4,4,4,0
87,7,19,4,4,4,0
88,7,19,4,4,4,0
89,7,19,4,4,4,0
90,7,19,4,4,4,0
91,7,19,4,4,4,0
92,7,19,4,4,4,0
93,7,19,4,4,4,0
94,7,19,4,4,4,0
95,7,19,4,4,4,0
96,7,19,4,4,4,0
97,7,19,4,4,4,0
98,7,19,4,4,4,0
99,7,19,4,4,4,0
0,8,19,4,4,4,0
1,8,19,4,4,4,0
2,8,19,4,4,4,0
3,8,19,4,4,4,0
4,8,19,4,4,4,0
5,8,19,4,4,4,0
6,8,19,4,4,4,0
7,8,19,4,4,4,0
8,8,19,4,4,4,0
9,8,19,4,4,4,0
10,8,19,4,4,4,0
11,8,19,4,4,4,0
12,8,19,4,4,4,0
13,8,19,4,4,4,0
14,8,19,4,4,4,0
15,8,19,4,4,4,0
16,8,19,4,4,4,0
17,8,19,4,4,4,0
18,8,19,4,4,4,0
19,8,19,4,4,4,0
20,8,19,4,4,4,0
21,8,19,4,4,4,0
22,8,19,4,4,4,0
23,8,19,4,4,4,0
24,8,19,4,4,4,0
25,8,19,4,4,4,0
26,8,19,4,4,4,0
27,8,19,4,4,4,0
28,8,19,4,4,4,0
29,8,19,4,4,4,0
30,8,19,4,4,4,0
31,8,19,4,4,4,0
32,8,19,4,4,4,0
33,8,19,4,4,4,0
34,8,19,4,4,4,0
35,8,19,4,4,4,0
36,8,19,4,4,4,0
37,8,19,4,4,4,0
38,8,19,4,4,4,0
39,8,19,4,4,4,0
40,8,19,4,4,4,0
41,8,19,4,4,4,0
42,8,19,4,4,4,0
43,8,19,4,4,4,0
44,8,19,4,4,4,0
45,8,19,4,4,4,0
46,8,19,4,4,4,0
47,8,19,4,4,4,0
48,8,19,4,4,4,0
49,8,19,4,4,4,0
50,8,19,4,4,4,0
51,8,19,4,4,4,0
52,8,19,4,4,4,0
53,8,19,4,4,4,0
54,8,19,4,4,4,0
55,8,19,4,4,4,0
56,8,19,4,4,4,0
57,8,19,4,4,4,0
58,8,19,4,4,4,0
59,8,19,4,4,4,0
60,8,19,4,4,4,0
61,8,19,4,4,4,0
62,8,19,4,4,4,0
63,8,19,4,4,4,0
64,8,19,4,4,4,0
65,8,19,4,4,4,0
66,8,19,4,4,4,0
67,8,19,4,4,4,0
68,8,19,4,4,4,0
69,8,19,4,4,4,0
70,8,19,4,4,4,0
71,8,19,4,4,4,0
72,8,19,4,4,4,0
73,8,19,4,4,4,0
74,8,19,4,4,4,0
75,8,19,4,4,4,0
76,8,19,4,4,4,0
77,8,19,4,4,4,0
78,8,19,4,4,4,0
79,8,19,4,4,4,0
80,8,19,4,4,4,0
81,8,19,4,4,4,0
82,8,19,4,4,4,0
83,8,19,4,4,4,0
84,8,19,4,4,4,0
85,8,19,4,4,4,0
86,8,19,4,4,4,0
87,8,19,4,4,4,0
88,8,19,4,4,4,0
89,8,19,4,4,4,0
90,8,19,4,4,4,0
91,8,19,4,4,4,0
92,8,19,4,4,4,0
93,8,19,4,4,4,0
94,8,19,4,4,4,0
95,8,19,4,4,4,0
96,8,19,4,4,4,0
97,8,19,4,4,4,0
98,8,19,4,4,4,0
99,8,19,4,4,4,0
0,9,19,4,4,4,0
1,9,19,4,4,4,0
2,9,19,4,4,4,0
3,9,19,4,4,4,0
4,9,19,4,4,4,0
5,9,19,4,4,4,0
6,9,19,4,4,4,0
7,9,19,4,4,4,0
8,9,19,4,4,4,0
9,9,19,4,4,4,0
10,9,19,4,4,4,0
11,9,19,4,4,4,0
12,9,19,4,4,4,0
13,9,19,4,4,4,0
14,9,19,4,4,4,0
15,9,19,4,4,4,0
16,9,19,4,4,4,0
17,9,19,4,4,4,0
18,9,19,4,4,4,0
19,9,19,4,4,4,0
20,9,19,4,4,4,0
21,9,19,4,4,4,0
22,9,19,4,4,4,0
23,9,19,4,4,4,0
24,9,19,4,4,4,0
25,9,19,4,4,4,0
26,9,19,4,4,4,0
27,9,19,4,4,4,0
28,9,19,4,4,4,0
29,9,19,4,4,4,0
30,9,19,4,4,4,0
31,9,19,4,4,4,0
32,9,19,4,4,4,0
33,9,19,4,4,4,0
34,9,19,4,4,4,0
35,9,19,4,4,4,0
36,9,19,4,4,4,0
37,9,19,4,4,4,0
38,9,19,4,4,4,0
39,9,19,4,4,4,0
40,9,19,4,4,4,0
41,9,19,4,4,4,0
42,9,19,4,4,4,0
43,9,19,4,4,4,0
44,9,19,4,4,4,0
45,9,19,4,4,4,0
46,9,19,4,4,4,0
47,9,19,4,4,4,0
48,9,19,4,4,4,0
49,9,19,4,4,4,0
50,9,19,4,4,4,0
51,9,19,4,4,4,0
52,9,19,4,4,4,0
53,9,19,4,4,4,0
54,9,19,4,4,4,0
55,9,19,4,4,4,0
56,9,19,4,4,4,0
57,9,19,4,4,4,0
58,9,19,4,4,4,0
59,9,19,4,4,4,0
60,9,19,4,4,4,0
61,9,19,4,4,4,0
62,9,19,4,4,4,0
63,9,19,4,4,4,0
64,9,19,4,4,4,0
65,9,19,4,4,4,0
66,9,19,4,4,4,0
67,9,19,4,4,4,0
68,9,19,4,4,4,0
69,9,19,4,4,4,0
70,9,19,4,4,4,0
71,9,19,4,4,4,0
72,9,19,4,4,4,0
73,9,19,4,4,4,0
74,9,19,4,4,4,0
75,9,19,4,4,4,0
76,9,19,4,4,4,0
77,9,19,4,4,4,0
78,9,19,4,4,4,0
79,9,19,4,4,4,0
80,9,19,4,4,4,0
81,9,19,4,4,4,0
82,9,19,4,4,4,0
83,9,19,4,4,4,0
84,9,19,4,4,4,0
85,9,19,4,4,4,0
86,9,19,4,4,4,0
87,9,19,4,4,4,0
88,9,19,4,4,4,0
89,9,19,4,4,4,0
90,9,19,4,4,4,0
91,9,19,4,4,4,0
92,9,19,4,4,4,0
93,9,19,4,4,4,0
94,9,19,4,4,4,0
95,9,19,4,4,4,0
96,9,19,4,4,4,0
